episode,reward,steps,success,epsilon,invalid_moves
165,41,33,1,0.43732904629000013,3
166,75,17,1,0.4351424010585501,1
167,53,30,1,0.43296668905325736,2
168,59,24,1,0.43080185560799106,2
169,81,20,1,0.4286478463299511,0
170,65,18,1,0.42650460709830135,2
171,83,18,1,0.42437208406280985,0
172,63,20,1,0.4222502236424958,2
173,1,28,1,0.42013897252428334,8
174,55,19,1,0.4180382776616619,3
175,87,14,1,0.4159480862733536,0
176,59,24,1,0.41386834584198684,2
177,47,27,1,0.4117990041127769,3
178,77,15,1,0.40974000909221303,1
179,77,15,1,0.40769130904675194,1
180,13,34,1,0.40565285250151817,6
181,77,15,1,0.4036245882390106,1
182,39,35,1,0.4016064652978155,3
183,27,38,1,0.3995984329713264,4
184,79,22,1,0.3976004408064698,0
185,31,25,1,0.39561243860243744,5
186,67,25,1,0.3936343764094253,1
187,61,22,1,0.39166620452737816,2
188,85,16,1,0.3897078735047413,0
189,53,21,1,0.3877593341372176,3
190,15,32,1,0.3858205374665315,6
191,67,25,1,0.38389143477919885,1
192,67,16,1,0.3819719776053028,2
193,65,18,1,0.3800621177172763,2
194,63,20,1,0.37816180712868996,2
195,53,21,1,0.37627099809304654,3
196,65,18,1,0.3743896431025813,2
197,49,25,1,0.37251769488706843,3
198,83,18,1,0.3706551064126331,0
199,53,21,1,0.36880183088056995,3
200,71,21,1,0.3669578217261671,1
201,39,26,1,0.36512303261753626,4
202,67,16,1,0.3632974174544486,2
203,59,24,1,0.3614809303671764,2
204,25,31,1,0.3596735257153405,5
205,63,20,1,0.3578751580867638,2
206,73,19,1,0.35608578229633,1
207,73,19,1,0.3543053533848483,1
208,57,26,1,0.35253382661792404,2
209,83,18,1,0.3507711574848344,0
210,73,19,1,0.34901730169741024,1
211,71,21,1,0.3472722151889232,1
212,61,22,1,0.3455358541129786,2
213,9,38,1,0.3438081748424137,6
214,85,16,1,0.3420891339682016,0
215,63,20,1,0.3403786882983606,2
216,69,23,1,0.3386767948568688,1
217,69,23,1,0.33698341088258443,1
218,73,19,1,0.3352984938281715,1
219,31,25,1,0.33362200135903064,5
220,87,14,1,0.33195389135223546,0
221,85,16,1,0.3302941218954743,0
222,71,21,1,0.32864265128599696,1
223,51,23,1,0.326999438029567,3
224,71,21,1,0.3253644408394192,1
225,41,24,1,0.3237376186352221,4
226,77,15,1,0.322118930542046,1
227,75,17,1,0.32050833588933575,1
228,39,26,1,0.31890579420988907,4
229,55,19,1,0.3173112652388396,3
230,61,22,1,0.3157247089126454,2
231,75,17,1,0.3141460853680822,1
232,71,21,1,0.3125753549412418,1
233,63,20,1,0.31101247816653554,2
234,53,21,1,0.30945741577570285,3
235,35,30,1,0.3079101286968243,4
236,75,17,1,0.3063705780533402,1
237,81,20,1,0.30483872516307353,0
238,51,23,1,0.3033145315372582,3
239,69,23,1,0.3017979588795719,1
240,67,16,1,0.30028896908517405,2
241,61,22,1,0.2987875242397482,2
242,61,22,1,0.29729358661854943,2
243,71,21,1,0.29580711868545667,1
244,63,20,1,0.2943280830920294,2
245,85,16,1,0.29285644267656924,0
246,75,17,1,0.2913921604631864,1
247,79,22,1,0.28993519966087045,0
248,59,24,1,0.2884855236625661,2
249,75,17,1,0.28704309604425327,1
250,63,20,1,0.285607880564032,2
251,75,17,1,0.28417984116121187,1
252,49,25,1,0.2827589419554058,3
253,85,16,1,0.28134514724562876,0
254,73,19,1,0.2799384215094006,1
255,85,16,1,0.27853872940185365,0
256,75,17,1,0.27714603575484437,1
257,57,26,1,0.2757603055760701,2
258,27,29,1,0.2743815040481898,5
259,77,15,1,0.2730095965279488,1
260,57,26,1,0.27164454854530906,2
261,73,19,1,0.2702863258025825,1
262,65,18,1,0.2689348941735696,2
263,65,18,1,0.26759021970270175,2
264,85,16,1,0.2662522686041882,0
265,65,27,1,0.2649210072611673,1
266,45,20,1,0.26359640222486147,4
267,65,18,1,0.26227842021373715,2
268,75,17,1,0.2609670281126685,1
269,71,21,1,0.25966219297210513,1
270,37,28,1,0.2583638820072446,4
271,41,24,1,0.2570720625972084,4
272,49,25,1,0.25578670228422234,3
273,83,18,1,0.25450776877280124,0
274,77,15,1,0.2532352299289372,1
275,79,22,1,0.2519690537792925,0
276,75,17,1,0.2507092085103961,1
277,85,16,1,0.2494556624678441,0
278,85,16,1,0.24820838415550486,0
279,59,24,1,0.24696734223472733,2
280,53,21,1,0.2457325055235537,3
281,85,16,1,0.24450384299593592,0
282,83,18,1,0.24328132378095624,0
283,77,15,1,0.24206491716205145,1
284,73,19,1,0.2408545925762412,1
285,67,25,1,0.23965031961336,1
286,85,16,1,0.2384520680152932,0
287,17,30,1,0.23725980767521673,6
288,83,18,1,0.23607350863684065,0
289,71,21,1,0.23489314109365644,1
290,85,16,1,0.23371867538818816,0
291,77,15,1,0.23255008201124722,1
292,53,21,1,0.231387331601191,3
293,77,15,1,0.23023039494318503,1
294,77,15,1,0.2290792429684691,1
295,59,24,1,0.22793384675362674,2
296,67,25,1,0.22679417751985861,1
297,73,19,1,0.22566020663225933,1
298,71,21,1,0.22453190559909803,1
299,73,19,1,0.22340924607110255,1
300,65,18,1,0.22229219984074702,2
301,35,21,1,0.2211807388415433,5
302,65,18,1,0.22007483514733558,2
303,77,15,1,0.2189744609715989,1
304,67,16,1,0.2178795886667409,2
305,85,16,1,0.2167901907234072,0
306,63,20,1,0.21570623976979014,2
307,87,14,1,0.21462770857094118,0
308,73,19,1,0.21355457002808648,1
309,85,16,1,0.21248679717794605,0
310,77,15,1,0.21142436319205632,1
311,61,22,1,0.21036724137609603,2
312,85,16,1,0.20931540516921554,0
313,87,14,1,0.20826882814336947,0
314,57,17,1,0.20722748400265262,3
315,71,21,1,0.20619134658263935,1
316,85,16,1,0.20516038984972615,0
317,87,14,1,0.2041345879004775,0
318,83,18,1,0.2031139149609751,0
319,67,16,1,0.20209834538617025,2
320,65,18,1,0.2010878536592394,2
321,77,15,1,0.2000824143909432,1
322,87,14,1,0.19908200231898848,0
323,77,15,1,0.19808659230739353,1
324,35,30,1,0.19709615934585656,4
325,61,22,1,0.19611067854912728,2
326,85,16,1,0.19513012515638165,0
327,75,17,1,0.19415447453059972,1
328,65,18,1,0.19318370215794672,2
329,79,22,1,0.192217783647157,0
330,75,26,1,0.1912566947289212,0
331,77,15,1,0.1903004112552766,1
332,57,26,1,0.18934890919900021,2
333,87,14,1,0.18840216465300522,0
334,87,14,1,0.18746015382974018,0
335,77,15,1,0.1865228530605915,1
336,87,14,1,0.18559023879528855,0
337,77,15,1,0.1846622876013121,1
338,63,20,1,0.18373897616330553,2
339,85,16,1,0.182820281282489,0
340,75,17,1,0.18190617987607657,1
341,79,22,1,0.18099664897669618,0
342,75,17,1,0.1800916657318127,1
343,87,14,1,0.17919120740315364,0
344,71,21,1,0.17829525136613786,1
345,85,16,1,0.17740377510930716,0
346,85,16,1,0.17651675623376062,0
347,63,20,1,0.1756341724525918,2
348,85,16,1,0.17475600159032884,0
349,87,14,1,0.17388222158237718,0
350,73,19,1,0.1730128104744653,1
351,53,21,1,0.17214774642209296,3
352,85,16,1,0.1712870076899825,0
353,47,18,1,0.17043057265153258,4
354,87,14,1,0.16957841978827493,0
355,77,15,1,0.16873052768933355,1
356,81,20,1,0.1678868750508869,0
357,67,16,1,0.16704744067563246,2
358,75,17,1,0.1662122034722543,1
359,87,14,1,0.16538114245489302,0
360,87,14,1,0.16455423674261854,0
361,87,14,1,0.16373146555890544,0
362,73,19,1,0.16291280823111093,1
363,87,14,1,0.16209824418995536,0
364,85,16,1,0.16128775296900558,0
365,77,15,1,0.16048131420416054,1
366,83,18,1,0.15967890763313974,0
367,75,17,1,0.15888051309497406,1
368,83,18,1,0.1580861105294992,0
369,77,15,1,0.1572956799768517,1
370,85,16,1,0.15650920157696743,0
371,81,20,1,0.1557266555690826,0
372,75,17,1,0.1549480222912372,1
373,83,18,1,0.15417328217978102,0
374,85,16,1,0.1534024157688821,0
375,85,16,1,0.1526354036900377,0
376,77,15,1,0.1518722266715875,1
377,67,16,1,0.15111286553822956,2
378,87,14,1,0.15035730121053842,0
379,87,14,1,0.14960551470448571,0
380,81,20,1,0.14885748713096328,0
381,59,24,1,0.14811319969530845,2
382,75,17,1,0.1473726336968319,1
383,87,14,1,0.14663577052834775,0
384,77,15,1,0.14590259167570602,1
385,83,18,1,0.1451730787173275,0
386,85,16,1,0.14444721332374086,0
387,61,22,1,0.14372497725712216,2
388,87,14,1,0.14300635237083656,0
389,71,21,1,0.14229132060898236,1
390,87,14,1,0.14157986400593744,0
391,67,16,1,0.14087196468590776,2
392,85,16,1,0.14016760486247823,0
393,77,15,1,0.13946676683816583,1
394,75,17,1,0.138769433003975,1
395,75,17,1,0.13807558583895513,1
396,73,19,1,0.13738520790976036,1
397,67,16,1,0.13669828187021155,2
398,75,17,1,0.13601479046086049,1
399,77,15,1,0.1353347165085562,1
400,87,14,1,0.1346580429260134,0
401,73,19,1,0.13398475271138335,1
402,85,16,1,0.13331482894782642,0
403,83,18,1,0.13264825480308728,0
404,65,18,1,0.13198501352907185,2
405,83,18,1,0.1313250884614265,0
406,85,16,1,0.13066846301911936,0
407,75,17,1,0.13001512070402377,1
408,83,18,1,0.12936504510050365,0
409,77,15,1,0.12871821987500112,1
410,87,14,1,0.12807462877562611,0
411,77,15,1,0.12743425563174798,1
412,77,15,1,0.12679708435358925,1
413,77,15,1,0.1261630989318213,1
414,87,14,1,0.1255322834371622,0
415,85,16,1,0.12490462201997637,0
416,87,14,1,0.1242800989098765,0
417,87,14,1,0.12365869841532712,0
418,87,14,1,0.12304040492325048,0
419,67,16,1,0.12242520289863423,2
420,75,17,1,0.12181307688414106,1
421,83,18,1,0.12120401149972035,0
422,83,18,1,0.12059799144222175,0
423,75,17,1,0.11999500148501063,1
424,77,15,1,0.11939502647758558,1
425,75,17,1,0.11879805134519765,1
426,77,15,1,0.11820406108847166,1
427,77,15,1,0.1176130407830293,1
428,67,16,1,0.11702497557911415,2
429,67,16,1,0.11643985070121858,2
430,85,16,1,0.11585765144771248,0
431,75,17,1,0.11527836319047392,1
432,77,15,1,0.11470197137452155,1
433,87,14,1,0.11412846151764894,0
434,85,16,1,0.1135578192100607,0
435,87,14,1,0.11299003011401039,0
436,71,21,1,0.11242507996344034,1
437,75,17,1,0.11186295456362313,1
438,81,20,1,0.11130363979080501,0
439,87,14,1,0.11074712159185099,0
440,87,14,1,0.11019338598389174,0
441,87,14,1,0.10964241905397228,0
442,87,14,1,0.10909420695870241,0
443,87,14,1,0.1085487359239089,0
444,85,16,1,0.10800599224428936,0
445,77,15,1,0.10746596228306791,1
446,87,14,1,0.10692863247165257,0
447,83,18,1,0.1063939893092943,0
448,87,14,1,0.10586201936274783,0
449,77,15,1,0.10533270926593409,1
450,75,17,1,0.10480604571960442,1
451,85,16,1,0.1042820154910064,0
452,85,16,1,0.10376060541355137,0
453,77,15,1,0.1032418023864836,1
454,87,14,1,0.10272559337455119,0
455,77,15,1,0.10221196540767843,1
456,87,14,1,0.10170090558064004,0
457,87,14,1,0.10119240105273684,0
458,87,14,1,0.10068643904747315,0
459,75,17,1,0.10018300685223579,1
460,63,20,1,0.0996820918179746,2
461,87,14,1,0.09918368135888474,0
462,87,14,1,0.09868776295209031,0
463,75,17,1,0.09819432413732986,1
464,87,14,1,0.09770335251664321,0
465,85,16,1,0.09721483575406,0
466,85,16,1,0.09672876157528969,0
467,53,21,1,0.09624511776741324,3
468,83,18,1,0.09576389217857617,0
469,83,18,1,0.09528507271768329,0
470,87,14,1,0.09480864735409487,0
471,87,14,1,0.0943346041173244,0
472,83,18,1,0.09386293109673778,0
473,75,17,1,0.09339361644125409,1
474,85,16,1,0.09292664835904782,0
475,75,17,1,0.09246201511725258,1
476,87,14,1,0.09199970504166631,0
477,87,14,1,0.09153970651645797,0
478,77,15,1,0.09108200798387568,1
479,87,14,1,0.0906265979439563,0
480,77,15,1,0.09017346495423652,1
481,75,17,1,0.08972259762946533,1
482,87,14,1,0.089273984641318,0
483,87,14,1,0.0888276147181114,0
484,87,14,1,0.08838347664452084,0
485,67,16,1,0.08794155926129824,2
486,87,14,1,0.08750185146499175,0
487,77,15,1,0.08706434220766679,1
488,67,16,1,0.08662902049662846,2
489,77,15,1,0.08619587539414532,1
490,77,15,1,0.08576489601717459,1
491,87,14,1,0.08533607153708872,0
492,85,16,1,0.08490939117940327,0
493,87,14,1,0.08448484422350626,0
494,87,14,1,0.08406242000238873,0
495,85,16,1,0.08364210790237678,0
496,87,14,1,0.0832238973628649,0
497,75,17,1,0.08280777787605056,1
498,87,14,1,0.08239373898667031,0
499,67,16,1,0.08198177029173696,2
500,87,14,1,0.08157186144027828,0
