episode,reward,steps,success,epsilon,invalid_moves
165,63,20,1,0.43732904629000013,2
166,71,21,1,0.4351424010585501,1
167,45,20,1,0.43296668905325736,4
168,71,12,1,0.43080185560799106,2
169,87,14,1,0.4286478463299511,0
170,55,19,1,0.42650460709830135,3
171,51,14,1,0.42437208406280985,4
172,83,18,1,0.4222502236424958,0
173,41,24,1,0.42013897252428334,4
174,81,11,1,0.4180382776616619,1
175,79,13,1,0.4159480862733536,1
176,33,23,1,0.41386834584198684,5
177,33,23,1,0.4117990041127769,5
178,57,17,1,0.40974000909221303,3
179,61,13,1,0.40769130904675194,3
180,49,25,1,0.40565285250151817,3
181,59,15,1,0.4036245882390106,3
182,89,12,1,0.4016064652978155,0
183,75,17,1,0.3995984329713264,1
184,71,12,1,0.3976004408064698,2
185,81,11,1,0.39561243860243744,1
186,9,29,1,0.3936343764094253,7
187,45,29,1,0.39166620452737816,3
188,53,21,1,0.3897078735047413,3
189,91,10,1,0.3877593341372176,0
190,61,13,1,0.3858205374665315,3
191,35,21,1,0.38389143477919885,5
192,89,12,1,0.3819719776053028,0
193,77,15,1,0.3800621177172763,1
194,57,17,1,0.37816180712868996,3
195,69,14,1,0.37627099809304654,2
196,67,16,1,0.3743896431025813,2
197,89,12,1,0.37251769488706843,0
198,23,24,1,0.3706551064126331,6
199,71,12,1,0.36880183088056995,2
200,59,15,1,0.3669578217261671,3
201,57,17,1,0.36512303261753626,3
202,57,17,1,0.3632974174544486,3
203,5,24,1,0.3614809303671764,8
204,61,13,1,0.3596735257153405,3
205,65,18,1,0.3578751580867638,2
206,69,14,1,0.35608578229633,2
207,91,10,1,0.3543053533848483,0
208,81,20,1,0.35253382661792404,0
209,41,24,1,0.3507711574848344,4
210,79,13,1,0.34901730169741024,1
211,51,23,1,0.3472722151889232,3
212,89,12,1,0.3455358541129786,0
213,71,12,1,0.3438081748424137,2
214,79,13,1,0.3420891339682016,1
215,79,13,1,0.3403786882983606,1
216,33,23,1,0.3386767948568688,5
217,71,12,1,0.33698341088258443,2
218,81,11,1,0.3352984938281715,1
219,47,18,1,0.33362200135903064,4
220,87,14,1,0.33195389135223546,0
221,81,11,1,0.3302941218954743,1
222,69,23,1,0.32864265128599696,1
223,27,20,1,0.326999438029567,6
224,43,22,1,0.3253644408394192,4
225,49,16,1,0.3237376186352221,4
226,91,10,1,0.322118930542046,0
227,91,10,1,0.32050833588933575,0
228,77,15,1,0.31890579420988907,1
229,79,13,1,0.3173112652388396,1
230,81,11,1,0.3157247089126454,1
231,91,10,1,0.3141460853680822,0
232,79,13,1,0.3125753549412418,1
233,81,11,1,0.31101247816653554,1
234,65,18,1,0.30945741577570285,2
235,69,14,1,0.3079101286968243,2
236,85,16,1,0.3063705780533402,0
237,81,11,1,0.30483872516307353,1
238,77,15,1,0.3033145315372582,1
239,79,13,1,0.3017979588795719,1
240,81,11,1,0.30028896908517405,1
241,77,15,1,0.2987875242397482,1
242,67,16,1,0.29729358661854943,2
243,83,18,1,0.29580711868545667,0
244,39,17,1,0.2943280830920294,5
245,71,12,1,0.29285644267656924,2
246,69,14,1,0.2913921604631864,2
247,79,13,1,0.28993519966087045,1
248,91,10,1,0.2884855236625661,0
249,89,12,1,0.28704309604425327,0
250,55,28,1,0.285607880564032,2
251,79,13,1,0.28417984116121187,1
252,89,12,1,0.2827589419554058,0
253,69,14,1,0.28134514724562876,2
254,65,18,1,0.2799384215094006,2
255,71,12,1,0.27853872940185365,2
256,81,11,1,0.27714603575484437,1
257,77,15,1,0.2757603055760701,1
258,89,12,1,0.2743815040481898,0
259,71,12,1,0.2730095965279488,2
260,77,15,1,0.27164454854530906,1
261,91,10,1,0.2702863258025825,0
262,81,11,1,0.2689348941735696,1
263,77,15,1,0.26759021970270175,1
264,81,11,1,0.2662522686041882,1
265,81,11,1,0.2649210072611673,1
266,71,12,1,0.26359640222486147,2
267,79,13,1,0.26227842021373715,1
268,65,18,1,0.2609670281126685,2
269,77,15,1,0.25966219297210513,1
270,65,18,1,0.2583638820072446,2
271,67,16,1,0.2570720625972084,2
272,77,15,1,0.25578670228422234,1
273,47,18,1,0.25450776877280124,4
274,91,10,1,0.2532352299289372,0
275,69,14,1,0.2519690537792925,2
276,69,14,1,0.2507092085103961,2
277,89,12,1,0.2494556624678441,0
278,61,13,1,0.24820838415550486,3
279,71,12,1,0.24696734223472733,2
280,81,11,1,0.2457325055235537,1
281,69,14,1,0.24450384299593592,2
282,79,13,1,0.24328132378095624,1
283,91,10,1,0.24206491716205145,0
284,81,11,1,0.2408545925762412,1
285,71,21,1,0.23965031961336,1
286,87,14,1,0.2384520680152932,0
287,79,13,1,0.23725980767521673,1
288,87,14,1,0.23607350863684065,0
289,89,12,1,0.23489314109365644,0
290,71,12,1,0.23371867538818816,2
291,91,10,1,0.23255008201124722,0
292,57,17,1,0.231387331601191,3
293,91,10,1,0.23023039494318503,0
294,89,12,1,0.2290792429684691,0
295,89,12,1,0.22793384675362674,0
296,91,10,1,0.22679417751985861,0
297,81,11,1,0.22566020663225933,1
298,63,20,1,0.22453190559909803,2
299,63,20,1,0.22340924607110255,2
300,69,14,1,0.22229219984074702,2
301,71,12,1,0.2211807388415433,2
302,81,11,1,0.22007483514733558,1
303,67,16,1,0.2189744609715989,2
304,81,11,1,0.2178795886667409,1
305,61,13,1,0.2167901907234072,3
306,69,14,1,0.21570623976979014,2
307,91,10,1,0.21462770857094118,0
308,89,12,1,0.21355457002808648,0
309,81,11,1,0.21248679717794605,1
310,77,15,1,0.21142436319205632,1
311,75,17,1,0.21036724137609603,1
312,59,15,1,0.20931540516921554,3
313,79,13,1,0.20826882814336947,1
314,91,10,1,0.20722748400265262,0
315,67,16,1,0.20619134658263935,2
316,69,14,1,0.20516038984972615,2
317,59,15,1,0.2041345879004775,3
318,91,10,1,0.2031139149609751,0
319,81,11,1,0.20209834538617025,1
320,89,12,1,0.2010878536592394,0
321,59,15,1,0.2000824143909432,3
322,81,11,1,0.19908200231898848,1
323,91,10,1,0.19808659230739353,0
324,91,10,1,0.19709615934585656,0
325,69,14,1,0.19611067854912728,2
326,81,11,1,0.19513012515638165,1
327,91,10,1,0.19415447453059972,0
328,81,11,1,0.19318370215794672,1
329,89,12,1,0.192217783647157,0
330,89,12,1,0.1912566947289212,0
331,67,16,1,0.1903004112552766,2
332,69,14,1,0.18934890919900021,2
333,91,10,1,0.18840216465300522,0
334,91,10,1,0.18746015382974018,0
335,81,11,1,0.1865228530605915,1
336,79,13,1,0.18559023879528855,1
337,69,14,1,0.1846622876013121,2
338,89,12,1,0.18373897616330553,0
339,89,12,1,0.182820281282489,0
340,91,10,1,0.18190617987607657,0
341,85,16,1,0.18099664897669618,0
342,91,10,1,0.1800916657318127,0
343,81,11,1,0.17919120740315364,1
344,71,12,1,0.17829525136613786,2
345,89,12,1,0.17740377510930716,0
346,89,12,1,0.17651675623376062,0
347,89,12,1,0.1756341724525918,0
348,91,10,1,0.17475600159032884,0
349,81,11,1,0.17388222158237718,1
350,79,13,1,0.1730128104744653,1
351,89,12,1,0.17214774642209296,0
352,79,13,1,0.1712870076899825,1
353,61,13,1,0.17043057265153258,3
354,81,11,1,0.16957841978827493,1
355,81,11,1,0.16873052768933355,1
356,81,11,1,0.1678868750508869,1
357,87,14,1,0.16704744067563246,0
358,79,13,1,0.1662122034722543,1
359,91,10,1,0.16538114245489302,0
360,89,12,1,0.16455423674261854,0
361,81,11,1,0.16373146555890544,1
362,91,10,1,0.16291280823111093,0
363,79,13,1,0.16209824418995536,1
364,89,12,1,0.16128775296900558,0
365,91,10,1,0.16048131420416054,0
366,65,18,1,0.15967890763313974,2
367,91,10,1,0.15888051309497406,0
368,71,12,1,0.1580861105294992,2
369,85,16,1,0.1572956799768517,0
370,91,10,1,0.15650920157696743,0
371,79,13,1,0.1557266555690826,1
372,81,11,1,0.1549480222912372,1
373,87,14,1,0.15417328217978102,0
374,71,12,1,0.1534024157688821,2
375,91,10,1,0.1526354036900377,0
376,55,19,1,0.1518722266715875,3
377,81,11,1,0.15111286553822956,1
378,91,10,1,0.15035730121053842,0
379,91,10,1,0.14960551470448571,0
380,91,10,1,0.14885748713096328,0
381,89,12,1,0.14811319969530845,0
382,87,14,1,0.1473726336968319,0
383,81,11,1,0.14663577052834775,1
384,71,12,1,0.14590259167570602,2
385,81,11,1,0.1451730787173275,1
386,79,13,1,0.14444721332374086,1
387,61,13,1,0.14372497725712216,3
388,79,13,1,0.14300635237083656,1
389,71,12,1,0.14229132060898236,2
390,89,12,1,0.14157986400593744,0
391,91,10,1,0.14087196468590776,0
392,89,12,1,0.14016760486247823,0
393,81,11,1,0.13946676683816583,1
394,89,12,1,0.138769433003975,0
395,89,12,1,0.13807558583895513,0
396,81,11,1,0.13738520790976036,1
397,81,11,1,0.13669828187021155,1
398,91,10,1,0.13601479046086049,0
399,91,10,1,0.1353347165085562,0
400,91,10,1,0.1346580429260134,0
401,89,12,1,0.13398475271138335,0
402,91,10,1,0.13331482894782642,0
403,91,10,1,0.13264825480308728,0
404,91,10,1,0.13198501352907185,0
405,89,12,1,0.1313250884614265,0
406,71,12,1,0.13066846301911936,2
407,79,13,1,0.13001512070402377,1
408,91,10,1,0.12936504510050365,0
409,79,13,1,0.12871821987500112,1
410,91,10,1,0.12807462877562611,0
411,77,15,1,0.12743425563174798,1
412,75,17,1,0.12679708435358925,1
413,77,15,1,0.1261630989318213,1
414,81,11,1,0.1255322834371622,1
415,89,12,1,0.12490462201997637,0
416,81,11,1,0.1242800989098765,1
417,81,11,1,0.12365869841532712,1
418,87,14,1,0.12304040492325048,0
419,81,11,1,0.12242520289863423,1
420,79,13,1,0.12181307688414106,1
421,81,11,1,0.12120401149972035,1
422,91,10,1,0.12059799144222175,0
423,91,10,1,0.11999500148501063,0
424,91,10,1,0.11939502647758558,0
425,89,12,1,0.11879805134519765,0
426,91,10,1,0.11820406108847166,0
427,89,12,1,0.1176130407830293,0
428,91,10,1,0.11702497557911415,0
429,81,11,1,0.11643985070121858,1
430,81,11,1,0.11585765144771248,1
431,81,11,1,0.11527836319047392,1
432,91,10,1,0.11470197137452155,0
433,81,11,1,0.11412846151764894,1
434,81,11,1,0.1135578192100607,1
435,91,10,1,0.11299003011401039,0
436,91,10,1,0.11242507996344034,0
437,81,11,1,0.11186295456362313,1
438,89,12,1,0.11130363979080501,0
439,91,10,1,0.11074712159185099,0
440,81,11,1,0.11019338598389174,1
441,91,10,1,0.10964241905397228,0
442,81,11,1,0.10909420695870241,1
443,81,11,1,0.1085487359239089,1
444,81,11,1,0.10800599224428936,1
445,81,11,1,0.10746596228306791,1
446,91,10,1,0.10692863247165257,0
447,89,12,1,0.1063939893092943,0
448,89,12,1,0.10586201936274783,0
449,87,14,1,0.10533270926593409,0
450,91,10,1,0.10480604571960442,0
451,91,10,1,0.1042820154910064,0
452,81,11,1,0.10376060541355137,1
453,91,10,1,0.1032418023864836,0
454,91,10,1,0.10272559337455119,0
455,91,10,1,0.10221196540767843,0
456,91,10,1,0.10170090558064004,0
457,61,13,1,0.10119240105273684,3
458,81,11,1,0.10068643904747315,1
459,89,12,1,0.10018300685223579,0
460,91,10,1,0.0996820918179746,0
461,89,12,1,0.09918368135888474,0
462,91,10,1,0.09868776295209031,0
463,87,14,1,0.09819432413732986,0
464,89,12,1,0.09770335251664321,0
465,91,10,1,0.09721483575406,0
466,91,10,1,0.09672876157528969,0
467,91,10,1,0.09624511776741324,0
468,81,11,1,0.09576389217857617,1
469,81,11,1,0.09528507271768329,1
470,91,10,1,0.09480864735409487,0
471,87,14,1,0.0943346041173244,0
472,91,10,1,0.09386293109673778,0
473,91,10,1,0.09339361644125409,0
474,81,11,1,0.09292664835904782,1
475,91,10,1,0.09246201511725258,0
476,91,10,1,0.09199970504166631,0
477,91,10,1,0.09153970651645797,0
478,91,10,1,0.09108200798387568,0
479,91,10,1,0.0906265979439563,0
480,91,10,1,0.09017346495423652,0
481,91,10,1,0.08972259762946533,0
482,91,10,1,0.089273984641318,0
483,81,11,1,0.0888276147181114,1
484,91,10,1,0.08838347664452084,0
485,79,13,1,0.08794155926129824,1
486,91,10,1,0.08750185146499175,0
487,91,10,1,0.08706434220766679,0
488,91,10,1,0.08662902049662846,0
489,71,12,1,0.08619587539414532,2
490,91,10,1,0.08576489601717459,0
491,81,11,1,0.08533607153708872,1
492,79,13,1,0.08490939117940327,1
493,91,10,1,0.08448484422350626,0
494,87,14,1,0.08406242000238873,0
495,91,10,1,0.08364210790237678,0
496,81,11,1,0.0832238973628649,1
497,89,12,1,0.08280777787605056,0
498,87,14,1,0.08239373898667031,0
499,81,11,1,0.08198177029173696,1
500,91,10,1,0.08157186144027828,0
