episode,reward,steps,success,epsilon,invalid_moves,loss
112,-263,148,1,0.5704072587541458,24,0.2287451067524081
113,-439,150,0,0.567555222460375,30,0.17121701608411968
114,-59,52,1,0.5647174463480732,12,0.164640938782563
115,-151,99,1,0.5618938591163328,17,0.17779977801679211
116,-385,150,0,0.5590843898207511,24,0.16317213114661475
117,-385,150,0,0.5562889678716474,24,0.15645392697808955
118,-277,144,1,0.5535075230322891,26,0.13891150952096926
119,-123,89,1,0.5507399854171277,15,0.1414388664370256
120,-99,83,1,0.547986285490042,13,0.16721849755036183
121,-45,56,1,0.5452463540625918,10,0.9497011466883123
122,-37,57,1,0.5425201222922789,9,0.963556888562284
123,-279,137,1,0.5398075216808175,27,0.68735840116342
124,-9,56,1,0.5371084840724134,6,0.5443264462685745
125,83,18,1,0.5344229416520513,0,0.5334299873146746
126,13,43,1,0.531750826943791,5,0.4355436735894791
127,-421,150,0,0.5290920728090721,29,0.43299190752363453
128,19,46,1,0.5264466124450268,4,0.4169930687741093
129,-457,150,0,0.5238143793828016,32,0.3354831067286432
130,-1,39,1,0.5211953074858876,7,0.32297314672420424
131,-394,150,0,0.5185893309484582,25,0.290801395753709
132,5,33,1,0.5159963842937159,7,0.2689120943629832
133,-376,150,0,0.5134164023722473,23,0.2613525203987956
134,-412,150,0,0.510849320360386,27,0.24830997597736618
135,-367,150,0,0.5082950737585841,23,0.2351504017598927
136,-457,150,0,0.5057535983897912,32,0.23692258352103332
137,-484,150,0,0.5032248303978422,36,0.2284012895449996
138,-327,131,1,0.500708706245853,33,0.1927181808029138
139,-213,125,1,0.4982051627146237,21,0.1552961093261838
140,-367,150,0,0.49571413690105054,22,0.16661873244990905
141,-412,150,0,0.4932355662165453,27,0.7962215681249897
142,-97,90,1,0.4907693883854626,12,0.576246508800735
143,-189,83,1,0.4883155414435353,23,0.5577779082491635
144,-137,85,1,0.4858739637363176,17,0.49736933283069557
145,-109,84,1,0.483444593917636,14,0.41135356908974546
146,-147,86,1,0.4810273709480478,18,0.3468756492921086
147,3,35,1,0.47862223409330756,7,0.387064333951899
148,-322,150,0,0.47622912292284103,17,0.3760843230318278
149,13,25,1,0.4738479773082268,7,0.2796300664544106
150,-231,134,1,0.47147873742168567,22,0.3304379418971879
151,-31,51,1,0.46912134373457726,9,0.3065890184074056
152,61,22,1,0.46677573701590436,2,0.35023404175246303
153,49,25,1,0.46444185833082485,3,0.3485108195245266
154,-439,150,0,0.46211964903917074,31,0.324458222904553
155,-3,41,1,0.4598090507939749,7,0.2900820371308705
156,-113,70,1,0.457510005540005,16,0.3102602671632277
157,-283,141,1,0.45522245551230495,27,0.30548697591475243
158,5,42,1,0.4529463432347434,6,0.333976072625124
159,-11,40,1,0.4506816115185697,8,0.22413770988350734
160,-105,98,1,0.4484282034609769,12,0.2527416307046743
161,-129,95,1,0.446186062443672,15,0.9112373114416473
162,-143,100,1,0.4439551321314536,16,0.7421735995262861
163,-237,149,1,0.4417353564707963,21,0.49451983388788345
164,71,21,1,0.43952667968844233,1,0.5499739398558935
165,-157,123,1,0.43732904629000013,15,0.39775665220236633
166,-19,39,1,0.4351424010585501,9,0.4060986956151632
167,-349,150,0,0.43296668905325736,20,0.3193340557316939
168,-277,150,0,0.43080185560799106,13,0.24121527871737877
169,23,33,1,0.4286478463299511,5,0.2070989369301859
170,43,40,1,0.42650460709830135,2,0.21883797155460344
171,19,46,1,0.42437208406280985,4,0.2210402322690124
172,-83,85,1,0.4222502236424958,11,0.19154167155023008
173,71,21,1,0.42013897252428334,1,0.25112818358909517
174,25,31,1,0.4180382776616619,5,0.16782162583342963
175,13,34,1,0.4159480862733536,6,0.24792631348485455
176,-3,41,1,0.41386834584198684,7,0.24232382711204814
177,-47,67,1,0.4117990041127769,9,0.14704542358948
178,-7,45,1,0.40974000909221303,7,0.16097716703597043
179,41,33,1,0.40769130904675194,3,0.1771371936369123
180,-91,75,1,0.40565285250151817,13,0.16532569729102153
181,43,31,1,0.4036245882390106,3,1.3949142629581113
182,75,17,1,0.4016064652978155,1,1.2638533501064075
183,27,29,1,0.3995984329713264,5,1.1287608444690704
184,37,28,1,0.3976004408064698,4,0.9324199573269912
185,-19,66,1,0.39561243860243744,6,0.9371144958969319
186,27,29,1,0.3936343764094253,5,0.7317923178960537
187,67,16,1,0.39166620452737816,2,0.8019140334799886
188,41,33,1,0.3897078735047413,3,0.6939838410665592
189,51,32,1,0.3877593341372176,2,0.7171512792119756
190,75,17,1,0.3858205374665315,1,0.501335789613864
191,1,28,1,0.38389143477919885,8,0.5783094272150525
192,29,27,1,0.3819719776053028,5,0.5104643167169006
193,35,39,1,0.3800621177172763,3,0.5636946791066573
194,19,28,1,0.37816180712868996,6,0.47987544403544496
195,75,17,1,0.37627099809304654,1,0.4929300739484675
196,-213,143,1,0.3743896431025813,19,0.40495275080829235
197,-15,62,1,0.37251769488706843,6,0.2802108520521752
198,5,51,1,0.3706551064126331,5,0.25364806899326103
199,75,17,1,0.36880183088056995,1,0.1549508886630921
200,21,44,1,0.3669578217261671,4,0.28397217885040765
201,17,30,1,0.36512303261753626,6,1.8737063507239025
202,75,17,1,0.3632974174544486,1,1.5934522888239693
203,43,22,1,0.3614809303671764,4,1.4214405674826016
204,67,25,1,0.3596735257153405,1,1.3599075317382812
205,75,17,1,0.3578751580867638,1,0.9721278285278994
206,21,44,1,0.35608578229633,4,1.1169910667972132
207,63,20,1,0.3543053533848483,2,1.0713807128369808
208,37,28,1,0.35253382661792404,4,0.8554504843694823
209,-87,98,1,0.3507711574848344,10,0.6766220349438337
210,77,15,1,0.34901730169741024,1,0.6861214776833852
211,29,27,1,0.3472722151889232,5,0.7327647992858181
212,39,26,1,0.3455358541129786,4,0.7102914582937956
213,43,31,1,0.3438081748424137,3,0.5520480865792882
214,57,26,1,0.3420891339682016,2,0.536463336302684
215,65,18,1,0.3403786882983606,2,0.4878781841446956
216,57,35,1,0.3386767948568688,1,0.3926610161417297
217,57,26,1,0.33698341088258443,2,0.38891982892528176
218,59,24,1,0.3352984938281715,2,0.45538181252777576
219,-340,150,0,0.33362200135903064,19,0.3792678016175826
220,67,16,1,0.33195389135223546,2,0.32208921445999295
221,71,21,1,0.3302941218954743,1,2.0375641953377497
222,29,27,1,0.32864265128599696,5,1.6102958031826549
223,71,21,1,0.326999438029567,1,1.4044100159690494
224,63,20,1,0.3253644408394192,2,1.037429192662239
225,77,24,1,0.3237376186352221,0,0.8673566256960233
226,75,26,1,0.322118930542046,0,0.8099497711429229
227,37,28,1,0.32050833588933575,4,0.570842110951032
228,-13,42,1,0.31890579420988907,8,0.6967651772179774
229,59,24,1,0.3173112652388396,2,0.5181007450446486
230,57,26,1,0.3157247089126454,2,0.43775849502820235
231,55,19,1,0.3141460853680822,3,0.47420211597100687
232,51,23,1,0.3125753549412418,3,0.4781062800599181
233,69,23,1,0.31101247816653554,1,0.41100258040039434
234,59,24,1,0.30945741577570285,2,0.4249751015255849
235,71,21,1,0.3079101286968243,1,0.30172313288563773
236,29,27,1,0.3063705780533402,5,0.2769806158763391
237,61,22,1,0.30483872516307353,2,0.2736650743437084
238,53,21,1,0.3033145315372582,3,0.22852730609121777
239,55,19,1,0.3017979588795719,3,0.30936363319817345
240,71,21,1,0.30028896908517405,1,0.23593392256381257
241,63,29,1,0.2987875242397482,1,2.1293360960894616
242,31,25,1,0.29729358661854943,5,1.6383653020858764
243,49,25,1,0.29580711868545667,3,1.2944510960578919
244,53,21,1,0.2943280830920294,3,1.1184180818852925
245,73,19,1,0.29285644267656924,1,0.9006473673017401
246,35,48,1,0.2913921604631864,2,0.6483662924729288
247,73,19,1,0.28993519966087045,1,0.41282894932910014
248,45,29,1,0.2884855236625661,3,0.4091321039816429
249,73,19,1,0.28704309604425327,1,0.36986762344052915
250,63,20,1,0.285607880564032,2,0.40376550536602734
251,69,23,1,0.28417984116121187,1,0.29762109887340793
252,55,19,1,0.2827589419554058,3,0.3366695104755069
253,67,16,1,0.28134514724562876,2,0.4214010168798268
254,73,19,1,0.2799384215094006,1,0.222277244454936
255,73,19,1,0.27853872940185365,1,0.4893468555651213
256,65,18,1,0.27714603575484437,2,0.35343313092986745
257,61,22,1,0.2757603055760701,2,0.2856500778262588
258,87,14,1,0.2743815040481898,0,0.2945206362221922
259,75,17,1,0.2730095965279488,1,0.15481685814173782
260,87,14,1,0.27164454854530906,0,0.11586514221770423
261,63,20,1,0.2702863258025825,2,3.293082559108734
262,87,14,1,0.2689348941735696,0,3.1087978141648427
263,75,17,1,0.26759021970270175,1,1.8805759934818043
264,49,25,1,0.2662522686041882,3,1.8890076398849487
265,25,22,1,0.2649210072611673,6,1.9118688106536865
266,77,15,1,0.26359640222486147,1,1.4575110038121541
267,45,20,1,0.26227842021373715,4,1.1529329247772693
268,73,19,1,0.2609670281126685,1,1.079844942218379
269,73,19,1,0.25966219297210513,1,1.0331970374835164
270,57,17,1,0.2583638820072446,3,0.7899499307660496
271,75,17,1,0.2570720625972084,1,0.6273751504280988
272,85,16,1,0.25578670228422234,0,0.572623903863132
273,77,15,1,0.25450776877280124,1,0.36022764891386033
274,75,17,1,0.2532352299289372,1,0.6896086054689744
275,53,21,1,0.2519690537792925,3,0.6489252916404179
276,71,21,1,0.2507092085103961,1,0.43291250456656727
277,85,16,1,0.2494556624678441,0,0.5632990703452379
278,77,15,1,0.24820838415550486,1,0.5175972918669383
279,65,18,1,0.24696734223472733,2,0.38871682559450466
280,87,14,1,0.2457325055235537,0,0.2655064245419843
281,77,15,1,0.24450384299593592,1,5.552162599563599
282,67,16,1,0.24328132378095624,2,4.590649023652077
283,77,15,1,0.24206491716205145,1,3.1494197050730386
284,85,16,1,0.2408545925762412,0,2.94365693628788
285,69,23,1,0.23965031961336,1,2.132552473441414
286,83,18,1,0.2384520680152932,0,1.9977510902616713
287,87,14,1,0.23725980767521673,0,1.5946494766644068
288,73,19,1,0.23607350863684065,1,1.1741028930011548
289,75,17,1,0.23489314109365644,1,0.9184976605808034
290,73,19,1,0.23371867538818816,1,0.9154452869766637
291,77,15,1,0.23255008201124722,1,0.8946124335130056
292,55,19,1,0.231387331601191,3,0.7792161907020368
293,75,17,1,0.23023039494318503,1,0.554882684174706
294,85,16,1,0.2290792429684691,0,0.5689308829605579
295,71,21,1,0.22793384675362674,1,0.5107616604793639
296,77,15,1,0.22679417751985861,1,0.4399409015973409
297,67,25,1,0.22566020663225933,1,0.3951841866970062
298,85,16,1,0.22453190559909803,0,0.3661136971786618
299,53,21,1,0.22340924607110255,3,0.28791380673646927
300,87,14,1,0.22229219984074702,0,0.2814179243785994
301,81,20,1,0.2211807388415433,0,6.4000155329704285
302,67,16,1,0.22007483514733558,2,5.2551411390304565
303,75,17,1,0.2189744609715989,1,3.6633023374220905
304,85,16,1,0.2178795886667409,0,3.5260808169841766
305,75,17,1,0.2167901907234072,1,2.6248930482303394
306,79,22,1,0.21570623976979014,0,2.2417442202568054
307,85,16,1,0.21462770857094118,0,1.6554688960313797
308,73,19,1,0.21355457002808648,1,1.9156800696724339
309,87,14,1,0.21248679717794605,0,1.4871666388852256
310,65,27,1,0.21142436319205632,1,1.4673742066930842
311,87,14,1,0.21036724137609603,0,1.218563967517444
312,85,16,1,0.20931540516921554,0,1.180992979556322
313,65,18,1,0.20826882814336947,2,1.2435968750052981
314,87,14,1,0.20722748400265262,0,1.0221399750028337
315,67,16,1,0.20619134658263935,2,1.1132340328767896
316,75,17,1,0.20516038984972615,1,1.196181339376113
317,17,30,1,0.2041345879004775,6,0.962001645565033
318,65,18,1,0.2031139149609751,2,0.910473613275422
319,83,18,1,0.20209834538617025,0,0.7095434698793623
320,75,17,1,0.2010878536592394,1,1.029380137429518
321,55,19,1,0.2000824143909432,3,3.9524762003045333
322,73,19,1,0.19908200231898848,1,2.6925630067524158
323,87,14,1,0.19808659230739353,0,1.7476431812558855
324,81,20,1,0.19709615934585656,0,1.4888237714767456
325,75,17,1,0.19611067854912728,1,1.5056113705915564
326,87,14,1,0.19513012515638165,0,1.2737960304532732
327,49,25,1,0.19415447453059972,3,1.0299518871307374
328,87,14,1,0.19318370215794672,0,0.8626707387822015
329,61,22,1,0.192217783647157,2,0.8377798524769869
330,85,16,1,0.1912566947289212,0,0.777479462325573
331,65,18,1,0.1903004112552766,2,0.7330457783407636
332,77,15,1,0.18934890919900021,1,0.6277405321598053
333,87,14,1,0.18840216465300522,0,0.5558562747069767
334,83,18,1,0.18746015382974018,0,0.6412272271182802
335,83,18,1,0.1865228530605915,0,0.5397566432754198
336,61,22,1,0.18559023879528855,2,0.4803455417806452
337,73,19,1,0.1846622876013121,1,0.6108821740275935
338,81,20,1,0.18373897616330553,0,0.4557770036160946
339,85,16,1,0.182820281282489,0,0.41039812192320824
340,83,18,1,0.18190617987607657,0,0.41460193652245736
341,63,20,1,0.18099664897669618,2,2.219613653421402
342,87,14,1,0.1800916657318127,0,1.6202150327818734
343,85,16,1,0.17919120740315364,0,1.211134321987629
344,85,16,1,0.17829525136613786,0,1.1885358281433582
345,77,15,1,0.17740377510930716,1,0.8202596346537272
346,85,16,1,0.17651675623376062,0,0.9235618971288204
347,77,15,1,0.1756341724525918,1,0.7443177183469136
348,87,14,1,0.17475600159032884,0,0.791827774473599
349,75,17,1,0.17388222158237718,1,0.6591684204690597
350,87,14,1,0.1730128104744653,0,0.5772400689976556
351,75,17,1,0.17214774642209296,1,0.45971884885255027
352,75,17,1,0.1712870076899825,1,0.3916614336125991
353,87,14,1,0.17043057265153258,0,0.47961283794471193
354,77,15,1,0.16957841978827493,1,0.43837094604969024
355,85,16,1,0.16873052768933355,0,0.4387620436027646
356,73,19,1,0.1678868750508869,1,0.37322600617220525
357,87,14,1,0.16704744067563246,0,0.31605006381869316
358,77,15,1,0.1662122034722543,1,0.3766620660821597
359,87,14,1,0.16538114245489302,0,0.29104259823049816
360,67,16,1,0.16455423674261854,2,0.18527067615650594
361,85,16,1,0.16373146555890544,0,2.2591453716158867
362,71,21,1,0.16291280823111093,1,1.481114007177807
363,85,16,1,0.16209824418995536,0,0.9206690527498722
364,87,14,1,0.16128775296900558,0,0.9958814701863697
365,85,16,1,0.16048131420416054,0,0.8820773549377918
366,83,18,1,0.15967890763313974,0,0.6220248209105598
367,85,16,1,0.15888051309497406,0,0.5834322199225426
368,67,16,1,0.1580861105294992,2,0.41100476402789354
369,87,14,1,0.1572956799768517,0,0.4622382117169244
370,87,14,1,0.15650920157696743,0,0.5495875360710281
371,87,14,1,0.1557266555690826,0,0.36825609313590185
372,77,15,1,0.1549480222912372,1,0.40078525642553964
373,85,16,1,0.15417328217978102,0,0.46084071323275566
374,83,18,1,0.1534024157688821,0,0.3613885972234938
375,87,14,1,0.1526354036900377,0,0.2558603637984821
376,75,17,1,0.1518722266715875,1,0.25543246418237686
377,83,18,1,0.15111286553822956,0,0.37472670194175506
378,75,17,1,0.15035730121053842,1,0.3117026125683504
379,85,16,1,0.14960551470448571,0,0.2910841437987983
380,85,16,1,0.14885748713096328,0,0.16694147419184446
381,83,18,1,0.14811319969530845,0,1.540420651435852
382,75,17,1,0.1473726336968319,1,1.0849516742369707
383,75,17,1,0.14663577052834775,1,0.8892721183159772
384,87,14,1,0.14590259167570602,0,0.632778565798487
385,75,17,1,0.1451730787173275,1,0.5511421017787036
386,77,15,1,0.14444721332374086,1,0.5407887548208237
387,87,14,1,0.14372497725712216,0,0.3639939730720861
388,87,14,1,0.14300635237083656,0,0.3275266374860491
389,75,17,1,0.14229132060898236,1,0.5804302909356707
390,69,23,1,0.14157986400593744,1,0.38519321673590207
391,85,16,1,0.14087196468590776,0,0.4480151110328734
392,65,18,1,0.14016760486247823,2,0.36191392151845825
393,87,14,1,0.13946676683816583,0,0.25358152389526367
394,85,16,1,0.138769433003975,0,0.31419723853468895
395,87,14,1,0.13807558583895513,0,0.2731785848736763
396,85,16,1,0.13738520790976036,0,0.17419831734150648
397,83,18,1,0.13669828187021155,0,0.1618264140561223
398,73,19,1,0.13601479046086049,1,0.36883890280794157
399,67,16,1,0.1353347165085562,2,0.3147970433346927
400,85,16,1,0.1346580429260134,0,0.24282195861451328
401,57,17,1,0.13398475271138335,3,0.9407947606900159
402,83,18,1,0.13331482894782642,0,0.6510697421100404
403,87,14,1,0.13264825480308728,0,0.7504418960639408
404,75,17,1,0.13198501352907185,1,0.5455580774475547
405,75,17,1,0.1313250884614265,1,0.4512535587829702
406,87,14,1,0.13066846301911936,0,0.27193340978452135
407,81,20,1,0.13001512070402377,0,0.4591087456792593
408,85,16,1,0.12936504510050365,0,0.34512126143090427
409,61,22,1,0.12871821987500112,2,0.3780125491321087
410,87,14,1,0.12807462877562611,0,0.26652756493006435
411,77,15,1,0.12743425563174798,1,0.22554974953333537
412,73,19,1,0.12679708435358925,1,0.26631594508102063
413,83,18,1,0.1261630989318213,0,0.31895580722226036
414,77,15,1,0.1255322834371622,1,0.34670347621043524
415,85,16,1,0.12490462201997637,0,0.3192007699981332
416,87,14,1,0.1242800989098765,0,0.1564838026783296
417,73,19,1,0.12365869841532712,1,0.17963356289424395
418,87,14,1,0.12304040492325048,0,0.2592053772615535
419,87,14,1,0.12242520289863423,0,0.2301632378782545
420,87,14,1,0.12181307688414106,0,0.17072827368974686
421,75,17,1,0.12120401149972035,1,0.5591968376846874
422,77,15,1,0.12059799144222175,1,0.4515705183148384
423,87,14,1,0.11999500148501063,0,0.40666369774511885
424,73,19,1,0.11939502647758558,1,0.25416703522205353
425,77,15,1,0.11879805134519765,1,0.2890345440556606
426,83,18,1,0.11820406108847166,0,0.19152774785955748
427,67,16,1,0.1176130407830293,2,0.3410402643494308
428,87,14,1,0.11702497557911415,0,0.27402489313057493
429,87,14,1,0.11643985070121858,0,0.3495558647971068
430,85,16,1,0.11585765144771248,0,0.16608058381825686
431,77,15,1,0.11527836319047392,1,0.39088343928257624
432,87,14,1,0.11470197137452155,0,0.21853642258793116
433,85,16,1,0.11412846151764894,0,0.2376999327680096
434,87,14,1,0.1135578192100607,0,0.1637645001922335
435,87,14,1,0.11299003011401039,0,0.17633879530642713
436,87,14,1,0.11242507996344034,0,0.19515028715665853
437,77,15,1,0.11186295456362313,1,0.17772753418733675
438,77,15,1,0.11130363979080501,1,0.1900626135369142
439,85,16,1,0.11074712159185099,0,0.2556334035471082
440,77,15,1,0.11019338598389174,1,0.13567355647683144
441,85,16,1,0.10964241905397228,0,0.5176759101450443
442,75,17,1,0.10909420695870241,1,0.28560127274078484
443,87,14,1,0.1085487359239089,0,0.345449655183724
444,75,17,1,0.10800599224428936,1,0.21366864771527402
445,87,14,1,0.10746596228306791,0,0.4203128894524915
446,87,14,1,0.10692863247165257,0,0.5226093216666153
447,85,16,1,0.1063939893092943,0,0.28349065128713846
448,85,16,1,0.10586201936274783,0,0.23804923181887716
449,87,14,1,0.10533270926593409,0,0.24007394005145347
450,85,16,1,0.10480604571960442,0,0.14351482782512903
451,87,14,1,0.1042820154910064,0,0.32007732880967005
452,83,18,1,0.10376060541355137,0,0.24035496181911892
453,85,16,1,0.1032418023864836,0,0.060529369686264545
454,87,14,1,0.10272559337455119,0,0.06400194677657314
455,87,14,1,0.10221196540767843,0,0.19334910031674163
456,87,14,1,0.10170090558064004,0,0.05604871156226311
457,85,16,1,0.10119240105273684,0,0.24240055365953594
458,77,15,1,0.10068643904747315,1,0.10091065013160308
459,77,15,1,0.10018300685223579,1,0.10113319133718808
460,77,15,1,0.0996820918179746,1,0.09015521419545015
461,87,14,1,0.09918368135888474,0,0.25976925981896265
462,55,19,1,0.09868776295209031,3,0.2337517452083136
463,87,14,1,0.09819432413732986,0,0.3304123230544584
464,83,18,1,0.09770335251664321,0,0.14947511804186636
465,75,17,1,0.09721483575406,1,0.20001579470494213
466,75,17,1,0.09672876157528969,1,0.3244501789483954
467,81,20,1,0.09624511776741324,0,0.11171704041771591
468,85,16,1,0.09576389217857617,0,0.16351896588457748
469,65,18,1,0.09528507271768329,2,0.10142163790038063
470,87,14,1,0.09480864735409487,0,0.06682338665372559
471,85,16,1,0.0943346041173244,0,0.054874246765393764
472,87,14,1,0.09386293109673778,0,0.12726396112702787
473,81,20,1,0.09339361644125409,0,0.13511922867037357
474,87,14,1,0.09292664835904782,0,0.09611586607726556
475,87,14,1,0.09246201511725258,0,0.11141829353956771
476,77,15,1,0.09199970504166631,1,0.09991341116838157
477,87,14,1,0.09153970651645797,0,0.04262625695472317
478,67,16,1,0.09108200798387568,2,0.05277322593610734
479,85,16,1,0.0906265979439563,0,0.13568510618642904
480,77,15,1,0.09017346495423652,1,0.04272499101546903
481,87,14,1,0.08972259762946533,0,0.15896963088640145
482,87,14,1,0.089273984641318,0,0.20121054989950998
483,85,16,1,0.0888276147181114,0,0.21092633868101984
484,87,14,1,0.08838347664452084,0,0.09776351414620876
485,87,14,1,0.08794155926129824,0,0.10244167210268122
486,87,14,1,0.08750185146499175,0,0.050059355329722166
487,87,14,1,0.08706434220766679,0,0.1435997233659561
488,87,14,1,0.08662902049662846,0,0.12581420802910412
489,87,14,1,0.08619587539414532,0,0.1493785410919892
490,87,14,1,0.08576489601717459,0,0.026376162489343966
491,87,14,1,0.08533607153708872,0,0.034469286645097394
492,87,14,1,0.08490939117940327,0,0.2280241161518331
493,77,15,1,0.08448484422350626,1,0.15997506445273757
494,87,14,1,0.08406242000238873,0,0.0861991044034117
495,87,14,1,0.08364210790237678,0,0.017569413317167864
