episode,reward,steps,success,epsilon,invalid_moves,loss
112,-45,38,1,0.5704072587541458,12,0.9165900900567833
113,-39,50,1,0.567555222460375,10,0.7853278569318354
114,21,26,1,0.5647174463480732,6,1.1047402669030886
115,35,21,1,0.5618938591163328,5,0.7113991307005996
116,23,24,1,0.5590843898207511,6,0.7384770338733991
117,35,21,1,0.5562889678716474,5,0.6020131261043605
118,-31,51,1,0.5535075230322891,9,0.462779039517045
119,-7,27,1,0.5507399854171277,9,0.41043037162334833
120,55,19,1,0.547986285490042,3,0.4352381901423398
121,-37,48,1,0.5452463540625918,10,5.713209010660648
122,-61,45,1,0.5425201222922789,13,4.477139986885918
123,-35,37,1,0.5398075216808175,11,3.764046279159752
124,13,43,1,0.5371084840724134,5,3.3379985208428185
125,75,17,1,0.5344229416520513,1,2.724612120319815
126,75,17,1,0.531750826943791,1,2.5768400991664215
127,69,14,1,0.5290920728090721,2,2.4007915428706577
128,-19,48,1,0.5264466124450268,8,2.106109899158279
129,-203,79,1,0.5238143793828016,25,1.4555836316150954
130,21,26,1,0.5211953074858876,6,1.034513346850872
131,69,14,1,0.5185893309484582,2,1.2137501346213477
132,17,30,1,0.5159963842937159,6,0.8594692329565684
133,9,29,1,0.5134164023722473,7,0.8623285329547422
134,9,29,1,0.510849320360386,7,0.8767993640283058
135,-71,64,1,0.5082950737585841,12,0.5971511557872873
136,-9,38,1,0.5057535983897912,8,0.6473932668174568
137,53,30,1,0.5032248303978422,2,0.4712726376950741
138,19,28,1,0.500708706245853,6,0.6677913921219962
139,-19,39,1,0.4982051627146237,9,0.5909311368297308
140,39,26,1,0.49571413690105054,4,0.5927743483692981
141,89,12,1,0.4932355662165453,0,7.059608658154805
142,7,31,1,0.4907693883854626,7,6.679444466867754
143,31,25,1,0.4883155414435353,5,5.850688333511353
144,49,25,1,0.4858739637363176,3,5.39720766544342
145,11,36,1,0.483444593917636,6,4.402151750193702
146,61,13,1,0.4810273709480478,3,4.067865472573501
147,19,28,1,0.47862223409330756,6,3.837511054107121
148,15,23,1,0.47622912292284103,7,3.5847184139749277
149,81,11,1,0.4738479773082268,1,3.034192128614946
150,57,17,1,0.47147873742168567,3,3.264086975770838
151,49,16,1,0.46912134373457726,4,3.131291590631008
152,-9,29,1,0.46677573701590436,9,2.832076068582206
153,7,31,1,0.46444185833082485,7,2.241688355322807
154,79,13,1,0.46211964903917074,1,2.476323283635653
155,21,26,1,0.4598090507939749,6,2.5545816948780646
156,49,25,1,0.457510005540005,3,1.8070386230945588
157,-27,29,1,0.45522245551230495,11,1.6630211462234628
158,77,15,1,0.4529463432347434,1,1.7114949186642965
159,71,30,1,0.4506816115185697,0,1.5805671662092209
160,69,14,1,0.4484282034609769,2,1.5982695775372642
161,47,18,1,0.446186062443672,4,5.683474752638075
162,67,16,1,0.4439551321314536,2,4.613169193267822
163,67,16,1,0.4417353564707963,2,3.676006481051445
164,75,17,1,0.43952667968844233,1,3.736276626586914
165,17,21,1,0.43732904629000013,7,3.203575537318275
166,79,13,1,0.4351424010585501,1,2.664813463504498
167,61,13,1,0.43296668905325736,3,2.262540775995988
168,43,22,1,0.43080185560799106,4,2.5217036550695244
169,57,17,1,0.4286478463299511,3,2.7574181837194107
170,67,16,1,0.42650460709830135,2,2.196996983140707
171,59,15,1,0.42437208406280985,3,1.8211979071299236
172,-29,40,1,0.4222502236424958,10,1.9533327780663967
173,47,18,1,0.42013897252428334,4,1.774189270204968
174,39,26,1,0.4180382776616619,4,1.4542491951814065
175,71,12,1,0.4159480862733536,2,1.6509981503089268
176,57,17,1,0.41386834584198684,3,1.4731826694572674
177,81,11,1,0.4117990041127769,1,0.855800831859762
178,45,20,1,0.40974000909221303,4,1.0161319687962531
179,65,18,1,0.40769130904675194,2,0.9115321147773001
180,79,13,1,0.40565285250151817,1,1.289295718073845
181,55,19,1,0.4036245882390106,3,6.977107813483791
182,53,21,1,0.4016064652978155,3,5.2489764122735885
183,67,16,1,0.3995984329713264,2,4.990887254476547
184,91,10,1,0.3976004408064698,0,3.909763813018799
185,87,14,1,0.39561243860243744,0,4.469562292098999
186,79,13,1,0.3936343764094253,1,3.3644353334720316
187,67,16,1,0.39166620452737816,2,3.4664389565587044
188,41,24,1,0.3897078735047413,4,2.541227479775747
189,57,17,1,0.3877593341372176,3,2.7569168595706715
190,15,32,1,0.3858205374665315,6,1.9883885318413377
191,75,17,1,0.38389143477919885,1,1.4793202543959898
192,27,20,1,0.3819719776053028,6,1.6236315041780471
193,77,15,1,0.3800621177172763,1,1.3089805593093236
194,67,16,1,0.37816180712868996,2,1.6449843756854534
195,91,10,1,0.37627099809304654,0,1.4906853258609771
196,59,15,1,0.3743896431025813,3,1.1675124436616897
197,77,24,1,0.37251769488706843,0,1.1005624843140442
198,47,18,1,0.3706551064126331,4,1.2361498309506311
199,85,16,1,0.36880183088056995,0,1.188904277049005
200,91,10,1,0.3669578217261671,0,0.9409065663814544
201,79,13,1,0.36512303261753626,1,7.429664079959576
202,59,15,1,0.3632974174544486,3,7.284802627563477
203,79,13,1,0.3614809303671764,1,5.9504742714074945
204,57,17,1,0.3596735257153405,3,5.499591042013729
205,55,19,1,0.3578751580867638,3,4.423114541329835
206,81,11,1,0.35608578229633,1,4.53446102142334
207,89,12,1,0.3543053533848483,0,2.906167288621267
208,47,27,1,0.35253382661792404,3,3.343843380610148
209,69,14,1,0.3507711574848344,2,1.9459883230073112
210,69,14,1,0.34901730169741024,2,2.400835422532899
211,65,18,1,0.3472722151889232,2,2.0987950232293873
212,61,13,1,0.3455358541129786,3,2.8121168200786295
213,37,28,1,0.3438081748424137,4,1.8131535819598608
214,65,18,1,0.3420891339682016,2,1.788542906443278
215,35,21,1,0.3403786882983606,5,1.8044448906467074
216,89,12,1,0.3386767948568688,0,1.7121800978978474
217,61,22,1,0.33698341088258443,2,1.8242308497428894
218,91,10,1,0.3352984938281715,0,1.3592001974582673
219,71,21,1,0.33362200135903064,1,1.2886743467478525
220,55,19,1,0.33195389135223546,3,1.2114095750607943
221,71,12,1,0.3302941218954743,2,8.061832507451376
222,79,13,1,0.32864265128599696,1,5.703821328970102
223,81,11,1,0.326999438029567,1,5.639700087634
224,81,11,1,0.3253644408394192,1,4.959281921386719
225,79,13,1,0.3237376186352221,1,4.960282417444082
226,69,14,1,0.322118930542046,2,3.981720668928964
227,67,16,1,0.32050833588933575,2,3.0829891934990883
228,65,18,1,0.31890579420988907,2,3.000884552796682
229,57,17,1,0.3173112652388396,3,2.7625820216010597
230,45,20,1,0.3157247089126454,4,2.2547257244586945
231,91,10,1,0.3141460853680822,0,2.007511651515961
232,67,16,1,0.3125753549412418,2,1.915379874408245
233,69,14,1,0.31101247816653554,2,1.7218200053487505
234,91,10,1,0.30945741577570285,0,1.8413268685340882
235,55,19,1,0.3079101286968243,3,1.5518935667841058
236,67,16,1,0.3063705780533402,2,1.21836475469172
237,55,19,1,0.30483872516307353,3,0.8982423230221397
238,85,16,1,0.3033145315372582,0,0.8474656455218792
239,81,11,1,0.3017979588795719,1,0.7095618112520738
240,79,13,1,0.30028896908517405,1,0.6931723046761292
241,51,14,1,0.2987875242397482,4,6.149649483816964
242,79,13,1,0.29729358661854943,1,4.914461154204148
243,59,15,1,0.29580711868545667,3,4.240115563074748
244,79,13,1,0.2943280830920294,1,4.022683400374192
245,79,13,1,0.29285644267656924,1,3.4451341262230506
246,81,11,1,0.2913921604631864,1,2.719359289516102
247,67,16,1,0.28993519966087045,2,3.0097446739673615
248,89,12,1,0.2884855236625661,0,3.334745387236277
249,57,17,1,0.28704309604425327,3,2.738822474199183
250,69,14,1,0.285607880564032,2,2.407936896596636
251,81,11,1,0.28417984116121187,1,2.1286153386939657
252,67,16,1,0.2827589419554058,2,2.098270446062088
253,55,19,1,0.28134514724562876,3,1.8411806962992017
254,53,21,1,0.2799384215094006,3,1.4557951717149644
255,87,14,1,0.27853872940185365,0,1.27035676581519
256,89,12,1,0.27714603575484437,0,1.338498632113139
257,89,12,1,0.2757603055760701,0,1.1222434590260189
258,57,17,1,0.2743815040481898,3,0.9038156639127171
259,77,15,1,0.2730095965279488,1,1.0461264431476593
260,67,16,1,0.27164454854530906,2,1.398081585764885
261,89,12,1,0.2702863258025825,0,4.5769835114479065
262,91,10,1,0.2689348941735696,0,3.557237410545349
263,79,13,1,0.26759021970270175,1,2.97227197427016
264,79,13,1,0.2662522686041882,1,2.249325935657208
265,61,13,1,0.2649210072611673,3,1.9126351338166456
266,89,12,1,0.26359640222486147,0,1.3521834462881088
267,71,12,1,0.26227842021373715,2,1.376931647459666
268,89,12,1,0.2609670281126685,0,1.131434405843417
269,59,15,1,0.25966219297210513,3,1.120170670747757
270,81,11,1,0.2583638820072446,1,1.106178511272777
271,91,10,1,0.2570720625972084,0,0.7751559019088745
272,59,15,1,0.25578670228422234,3,1.258448068300883
273,73,19,1,0.25450776877280124,1,0.8257693789507213
274,91,10,1,0.2532352299289372,0,0.8218225568532944
275,91,10,1,0.2519690537792925,0,0.4843124657869339
276,81,11,1,0.2507092085103961,1,0.5126806274056435
277,89,12,1,0.2494556624678441,0,0.40640708431601524
278,65,18,1,0.24820838415550486,2,0.6189085220297178
279,49,16,1,0.24696734223472733,4,0.974926620721817
280,89,12,1,0.2457325055235537,0,0.30018625408411026
281,75,17,1,0.24450384299593592,1,0.9877756921684041
282,91,10,1,0.24328132378095624,0,0.5851505368947982
283,81,11,1,0.24206491716205145,1,0.6610914997079156
284,89,12,1,0.2408545925762412,0,0.561452383796374
285,91,10,1,0.23965031961336,0,0.49591688364744185
286,73,19,1,0.2384520680152932,1,0.35434522048423167
287,91,10,1,0.23725980767521673,0,0.6660210393369198
288,77,15,1,0.23607350863684065,1,0.45475418120622635
289,79,13,1,0.23489314109365644,1,0.35343306998793894
290,71,12,1,0.23371867538818816,2,0.5868831124777595
291,79,13,1,0.23255008201124722,1,0.36310466192662716
292,91,10,1,0.231387331601191,0,0.17865778207778932
293,79,13,1,0.23023039494318503,1,0.384790639178111
294,87,14,1,0.2290792429684691,0,0.17761023143040283
295,71,12,1,0.22793384675362674,2,0.1924154128258427
296,87,14,1,0.22679417751985861,0,0.2983168148369129
297,81,11,1,0.22566020663225933,1,0.26318951446393674
298,75,17,1,0.22453190559909803,1,0.34942320361733437
299,79,13,1,0.22340924607110255,1,0.39659883302206606
300,79,13,1,0.22229219984074702,1,0.1277500710879954
301,91,10,1,0.2211807388415433,0,0.38563347309827806
302,71,12,1,0.22007483514733558,2,0.28183452412486076
303,71,12,1,0.2189744609715989,2,0.27995492254073423
304,91,10,1,0.2178795886667409,0,0.5624501768499612
305,71,12,1,0.2167901907234072,2,0.1278625779474775
306,67,16,1,0.21570623976979014,2,0.39068710975698195
307,81,11,1,0.21462770857094118,1,0.14378587910058824
308,89,12,1,0.21355457002808648,0,0.1659031700110063
309,71,12,1,0.21248679717794605,2,0.13910297424687693
310,77,15,1,0.21142436319205632,1,0.19113560363960763
311,81,11,1,0.21036724137609603,1,0.20035111912610856
312,87,14,1,0.20931540516921554,0,0.19714093971664884
313,69,14,1,0.20826882814336947,2,0.45689072262030095
314,51,14,1,0.20722748400265262,4,0.20811227765599533
315,71,12,1,0.20619134658263935,2,0.29624525334414403
316,89,12,1,0.20516038984972615,0,0.5402869253205912
317,91,10,1,0.2041345879004775,0,0.2541928823571652
318,69,14,1,0.2031139149609751,2,0.5081879237217696
319,59,15,1,0.20209834538617025,3,0.2810675571517398
320,91,10,1,0.2010878536592394,0,0.17441125040641053
321,77,15,1,0.2000824143909432,1,0.34303025777141255
322,77,15,1,0.19908200231898848,1,0.20356678714354834
323,81,11,1,0.19808659230739353,1,0.4061267256567424
324,91,10,1,0.19709615934585656,0,0.037332946946844456
325,81,11,1,0.19611067854912728,1,0.3672876462594352
326,59,15,1,0.19513012515638165,3,0.17031562346965073
327,89,12,1,0.19415447453059972,0,0.22071312717162073
328,91,10,1,0.19318370215794672,0,0.1500985218444839
329,91,10,1,0.192217783647157,0,0.1662289129802957
330,91,10,1,0.1912566947289212,0,0.24466570182703434
331,71,12,1,0.1903004112552766,2,0.15170267113717273
332,69,14,1,0.18934890919900021,2,0.1786860741807946
333,81,11,1,0.18840216465300522,1,0.3213196923659945
334,81,11,1,0.18746015382974018,1,0.012511324719525874
335,91,10,1,0.1865228530605915,0,0.49154576954897494
336,81,11,1,0.18559023879528855,1,0.3980585908125663
337,91,10,1,0.1846622876013121,0,0.011581848363857717
338,81,11,1,0.18373897616330553,1,0.10624987572770227
339,87,14,1,0.182820281282489,0,0.2633220966942775
340,81,11,1,0.18190617987607657,1,0.13835334030657329
341,79,13,1,0.18099664897669618,1,0.3112498957377214
342,79,13,1,0.1800916657318127,1,0.20763726367686802
343,81,11,1,0.17919120740315364,1,0.10809266330166296
344,65,18,1,0.17829525136613786,2,0.06769675524750103
345,57,17,1,0.17740377510930716,3,0.09496656553271939
346,75,17,1,0.17651675623376062,1,0.08786732227171716
347,79,13,1,0.1756341724525918,1,0.39217805753175455
348,79,13,1,0.17475600159032884,1,0.0982010842305429
349,91,10,1,0.17388222158237718,0,0.004086137103149668
350,91,10,1,0.1730128104744653,0,0.24319367525167762
351,79,13,1,0.17214774642209296,1,0.384710492060269
352,81,11,1,0.1712870076899825,1,0.14212601868943733
353,91,10,1,0.17043057265153258,0,0.4000877081998624
354,81,11,1,0.16957841978827493,1,0.454299219338943
355,71,12,1,0.16873052768933355,2,0.2973401517083403
356,79,13,1,0.1678868750508869,1,0.38299326037164205
357,89,12,1,0.16704744067563246,0,0.4229312656534603
358,77,15,1,0.1662122034722543,1,0.4954572749324143
359,55,19,1,0.16538114245489302,3,0.1332990099112258
360,85,16,1,0.16455423674261854,0,0.3003951496393711
361,79,13,1,0.16373146555890544,1,0.3197393666666288
362,71,12,1,0.16291280823111093,2,0.1291893057835599
363,71,12,1,0.16209824418995536,2,0.30302326621798176
364,81,11,1,0.16128775296900558,1,0.00819885895841501
365,91,10,1,0.16048131420416054,0,0.14375835992395877
366,59,15,1,0.15967890763313974,3,0.1663413748300324
367,77,15,1,0.15888051309497406,1,0.20100799724459648
368,91,10,1,0.1580861105294992,0,0.13941233151126653
369,89,12,1,0.1572956799768517,0,0.11141462559074473
370,65,18,1,0.15650920157696743,2,0.1405535648648058
371,89,12,1,0.1557266555690826,0,0.018612250782704603
372,81,11,1,0.1549480222912372,1,0.12594885647360404
373,81,11,1,0.15417328217978102,1,0.09945811487374488
374,87,14,1,0.1534024157688821,0,0.21804943985521927
375,89,12,1,0.1526354036900377,0,0.08941276425321121
376,61,13,1,0.1518722266715875,3,0.004519310755243238
377,89,12,1,0.15111286553822956,0,0.016167504850576126
378,91,10,1,0.15035730121053842,0,0.014588587693287991
379,91,10,1,0.14960551470448571,0,0.23555203695432284
380,89,12,1,0.14885748713096328,0,0.18620996409784615
381,87,14,1,0.14811319969530845,0,0.17738916551960365
382,91,10,1,0.1473726336968319,0,0.24744344213977457
383,81,11,1,0.14663577052834775,1,0.34964447311887686
384,79,13,1,0.14590259167570602,1,0.10459038772835182
385,91,10,1,0.1451730787173275,0,0.2947024526423775
386,91,10,1,0.14444721332374086,0,0.20513816312886773
387,87,14,1,0.14372497725712216,0,0.08456021331117622
388,85,16,1,0.14300635237083656,0,0.13524056060668954
389,81,11,1,0.14229132060898236,1,0.14519067221871493
390,87,14,1,0.14157986400593744,0,0.08282444230280817
391,91,10,1,0.14087196468590776,0,0.000659647848806344
392,69,14,1,0.14016760486247823,2,0.43664444702569327
393,91,10,1,0.13946676683816583,0,0.12549142946954817
394,89,12,1,0.138769433003975,0,0.5519980853253704
395,91,10,1,0.13807558583895513,0,0.313549323391635
396,81,11,1,0.13738520790976036,1,0.23586296212372623
397,91,10,1,0.13669828187021155,0,0.13880616165406537
398,91,10,1,0.13601479046086049,0,0.3585269110684749
399,79,13,1,0.1353347165085562,1,0.002328831094648474
400,91,10,1,0.1346580429260134,0,0.0027677430894982535
401,79,13,1,0.13398475271138335,1,0.24177494863621318
402,89,12,1,0.13331482894782642,0,0.21046950578844795
403,69,14,1,0.13264825480308728,2,0.16261513928683208
404,91,10,1,0.13198501352907185,0,0.10048466781154275
405,89,12,1,0.1313250884614265,0,0.07998774743949373
406,71,12,1,0.13066846301911936,2,0.20676127412298229
407,91,10,1,0.13001512070402377,0,0.3930420512915589
408,81,11,1,0.12936504510050365,1,0.09771156535928392
409,89,12,1,0.12871821987500112,0,0.0007346192141994834
410,79,13,1,0.12807462877562611,1,0.0005287346407735291
411,79,13,1,0.12743425563174798,1,0.14178419190620145
412,59,15,1,0.12679708435358925,3,0.08239469611483703
413,91,10,1,0.1261630989318213,0,0.45956444066250696
414,63,20,1,0.1255322834371622,2,0.1901735556923086
415,81,11,1,0.12490462201997637,1,0.3301201824373989
416,91,10,1,0.1242800989098765,0,0.24493989258771762
417,81,11,1,0.12365869841532712,1,0.34002836397319863
418,61,13,1,0.12304040492325048,3,0.09097790324953027
419,81,11,1,0.12242520289863423,1,0.0012720675453734161
420,87,14,1,0.12181307688414106,0,0.18706357523374859
421,89,12,1,0.12120401149972035,0,0.21573908541661999
422,91,10,1,0.12059799144222175,0,0.2392864238936454
423,91,10,1,0.11999500148501063,0,0.14015613764058799
424,91,10,1,0.11939502647758558,0,0.12476058140164241
425,87,14,1,0.11879805134519765,0,0.08877903178134668
426,81,11,1,0.11820406108847166,1,0.22264730726336976
427,91,10,1,0.1176130407830293,0,0.13170114849053788
428,91,10,1,0.11702497557911415,0,0.2662666812015232
429,79,13,1,0.11643985070121858,1,0.0015856871256031669
430,87,14,1,0.11585765144771248,0,0.32856435847809606
431,91,10,1,0.11527836319047392,0,0.24108139104791917
432,89,12,1,0.11470197137452155,0,0.2739493342038865
433,87,14,1,0.11412846151764894,0,0.26347851023768143
434,81,11,1,0.1135578192100607,1,0.09753438872179356
435,91,10,1,0.11299003011401039,0,0.25828533445310314
436,81,11,1,0.11242507996344034,1,0.22078863457797773
437,89,12,1,0.11186295456362313,0,0.0017608980027337868
438,89,12,1,0.11130363979080501,0,0.4439798009310228
439,81,11,1,0.11074712159185099,1,0.001863693612077358
440,79,13,1,0.11019338598389174,1,0.18818415308935352
441,81,11,1,0.10964241905397228,1,0.007806224071166732
442,81,11,1,0.10909420695870241,1,0.2492476643317125
443,81,11,1,0.1085487359239089,1,0.11864493823271584
444,91,10,1,0.10800599224428936,0,0.4046400433173403
445,85,16,1,0.10746596228306791,0,0.27303136334376177
446,91,10,1,0.10692863247165257,0,0.264475504931761
447,89,12,1,0.1063939893092943,0,0.13462878415884916
448,89,12,1,0.10586201936274783,0,0.08972798174363561
449,81,11,1,0.10533270926593409,1,0.08416291949900122
450,91,10,1,0.10480604571960442,0,0.20267274937359617
451,91,10,1,0.1042820154910064,0,0.010012978948361706
452,81,11,1,0.10376060541355137,1,0.22696703228443352
453,91,10,1,0.1032418023864836,0,0.000842710182769224
454,91,10,1,0.10272559337455119,0,0.0005596796647296288
455,89,12,1,0.10221196540767843,0,0.13379535268662343
456,91,10,1,0.10170090558064004,0,0.2433692363803857
457,91,10,1,0.10119240105273684,0,0.10114136982592754
458,89,12,1,0.10068643904747315,0,0.22948800866045835
459,91,10,1,0.10018300685223579,0,0.10020235080155544
460,91,10,1,0.0996820918179746,0,0.106734579365002
461,91,10,1,0.09918368135888474,0,0.24521694835275412
462,91,10,1,0.09868776295209031,0,0.012809458305127919
463,87,14,1,0.09819432413732986,0,0.20086691096158965
464,89,12,1,0.09770335251664321,0,0.11386052312445827
465,91,10,1,0.09721483575406,0,0.12689531748183072
466,85,16,1,0.09672876157528969,0,0.33352002569517936
467,79,13,1,0.09624511776741324,1,0.21608104005617162
468,91,10,1,0.09576389217857617,0,0.0017318570637144149
469,91,10,1,0.09528507271768329,0,0.16088467915978982
470,91,10,1,0.09480864735409487,0,0.2923167303786613
471,91,10,1,0.0943346041173244,0,0.007827229821123183
472,89,12,1,0.09386293109673778,0,0.0017594689804051693
473,79,13,1,0.09339361644125409,1,0.0058137064781756355
474,81,11,1,0.09292664835904782,1,0.0021312046975998037
475,89,12,1,0.09246201511725258,0,0.10430717969029502
476,89,12,1,0.09199970504166631,0,0.21789861608704086
477,91,10,1,0.09153970651645797,0,0.5076665956061334
478,89,12,1,0.09108200798387568,0,0.18738910778968906
479,91,10,1,0.0906265979439563,0,0.0016138656355906278
480,91,10,1,0.09017346495423652,0,0.00715424744412303
481,81,11,1,0.08972259762946533,1,0.18276361977173525
482,81,11,1,0.089273984641318,1,0.00747581050646576
483,91,10,1,0.0888276147181114,0,0.008522315975278616
484,79,13,1,0.08838347664452084,1,0.4018053983320267
485,81,11,1,0.08794155926129824,1,0.0029911264586685734
486,91,10,1,0.08750185146499175,0,0.2694583293690812
487,91,10,1,0.08706434220766679,0,0.1628702022251673
488,91,10,1,0.08662902049662846,0,0.01225362904369831
489,91,10,1,0.08619587539414532,0,0.39122163655702025
490,71,12,1,0.08576489601717459,2,0.07820033873334371
491,81,11,1,0.08533607153708872,1,0.0851967678278346
492,91,10,1,0.08490939117940327,0,0.13122610705322585
493,81,11,1,0.08448484422350626,1,0.12594420951261948
494,79,13,1,0.08406242000238873,1,0.000609007155827175
495,91,10,1,0.08364210790237678,0,0.0008670631825225428
496,79,13,1,0.0832238973628649,1,0.16561764794795847
497,91,10,1,0.08280777787605056,0,0.10656189936998998
498,69,14,1,0.08239373898667031,2,0.0981394006656566
